*** szafir SiO2 3 mkm 05-04-19	*START	Date: 2019-04-05	Time: 16:05:18
Current for R :1.000mA	Current 3-Omega5.000 mA		
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
2.941050E-4	-3.845500E-5	7.480000E+0	5.703000E-1	3.980000E+3	7.510110E+1
2.958000E-4	-4.835250E-5	9.410000E+0	5.703000E-1	5.010000E+3	7.510480E+1
2.963300E-4	-6.251000E-5	1.189000E+1	5.702000E-1	6.310000E+3	7.510140E+1
2.954750E-4	-8.242000E-5	1.557000E+1	5.701000E-1	7.940000E+3	7.510000E+1
2.843625E-4	-1.023225E-4	1.986000E+1	5.698950E-1	1.000000E+4	7.509950E+1
2.710825E-4	-1.291600E-4	2.545000E+1	5.696000E-1	1.260000E+4	7.509760E+1
2.684700E-4	-1.599525E-4	3.080000E+1	5.691000E-1	1.580000E+4	7.510380E+1
2.510075E-4	-1.872400E-4	3.669000E+1	5.686000E-1	1.990000E+4	7.510480E+1
2.402300E-4	-1.981075E-4	3.946000E+1	5.682000E-1	2.200000E+4	7.510040E+1
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
 80.0000	 79.9937	 80.3152	111.2350	  2.7809	  5.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
3.008050E-4	1.492500E-6	-2.600000E-1	5.656700E-1	6.310000E+0	8.030640E+1
2.948600E-4	8.500000E-7	-1.400000E-1	5.725350E-1	7.940000E+0	8.031850E+1
2.954575E-4	-4.267500E-6	1.030000E+0	5.755450E-1	1.000000E+1	8.031440E+1
2.899675E-4	-1.047500E-6	-2.000000E-1	5.777000E-1	1.260000E+1	8.031380E+1
2.883375E-4	-1.600000E-7	3.900000E-1	5.781000E-1	1.580000E+1	8.031130E+1
2.890700E-4	5.775000E-7	-4.800000E-1	5.782000E-1	1.990000E+1	8.031450E+1
2.889800E-4	-1.195000E-6	3.200000E-1	5.782000E-1	2.510000E+1	8.031780E+1
2.879700E-4	-1.785000E-6	1.900000E-1	5.782000E-1	3.160000E+1	8.031050E+1
2.884000E-4	-1.435000E-6	2.600000E-1	5.782000E-1	3.980000E+1	8.031730E+1
2.840175E-4	-9.090000E-6	3.280000E+0	5.780200E-1	5.010000E+1	8.031020E+1
2.879250E-4	-1.510000E-6	3.500000E-1	5.781000E-1	6.310000E+1	8.031830E+1
2.872575E-4	-1.632500E-6	2.400000E-1	5.781000E-1	7.940000E+1	8.031130E+1
2.864475E-4	-9.925000E-7	1.300000E-1	5.783250E-1	1.000000E+2	8.031390E+1
2.869400E-4	-2.087500E-6	3.800000E-1	5.781000E-1	1.260000E+2	8.031150E+1
2.872025E-4	-2.505000E-6	4.700000E-1	5.781000E-1	1.580000E+2	8.031380E+1
2.867775E-4	-2.657500E-6	5.200000E-1	5.781000E-1	1.990000E+2	8.030940E+1
2.868000E-4	-3.182500E-6	6.200000E-1	5.781000E-1	2.510000E+2	8.030720E+1
2.864575E-4	-3.697500E-6	7.300000E-1	5.781350E-1	3.160000E+2	8.031290E+1
2.864950E-4	-4.512500E-6	9.300000E-1	5.782000E-1	3.980000E+2	8.030860E+1
2.862450E-4	-5.212500E-6	1.000000E+0	5.782000E-1	5.010000E+2	8.030890E+1
2.863325E-4	-6.295000E-6	1.430000E+0	5.782450E-1	6.310000E+2	8.030530E+1
2.860975E-4	-7.867500E-6	1.550000E+0	5.783000E-1	7.940000E+2	8.030850E+1
2.857500E-4	-9.477500E-6	1.930000E+0	5.783050E-1	1.000000E+3	8.031230E+1
2.856250E-4	-1.176750E-5	2.370000E+0	5.783500E-1	1.260000E+3	8.030990E+1
2.854650E-4	-1.480750E-5	2.930000E+0	5.784000E-1	1.580000E+3	8.030880E+1
2.844725E-4	-1.798750E-5	3.560000E+0	5.783800E-1	1.990000E+3	8.031350E+1
2.854700E-4	-2.502500E-5	5.080000E+0	5.784000E-1	2.510000E+3	8.031360E+1
2.840950E-4	-3.044250E-5	6.020000E+0	5.784100E-1	3.160000E+3	8.031590E+1
2.843025E-4	-3.739500E-5	7.460000E+0	5.783050E-1	3.980000E+3	8.030880E+1
2.858200E-4	-4.719250E-5	9.220000E+0	5.783000E-1	5.010000E+3	8.031220E+1
2.861550E-4	-6.082000E-5	1.193000E+1	5.782000E-1	6.310000E+3	8.031440E+1
2.853200E-4	-8.053750E-5	1.578000E+1	5.781000E-1	7.940000E+3	8.031100E+1
2.767925E-4	-9.960000E-5	1.984000E+1	5.779400E-1	1.000000E+4	8.030920E+1
2.612850E-4	-1.254650E-4	2.562000E+1	5.775100E-1	1.260000E+4	8.031400E+1
2.586450E-4	-1.560475E-4	3.111000E+1	5.771000E-1	1.580000E+4	8.030900E+1
2.420325E-4	-1.816900E-4	3.690000E+1	5.764000E-1	1.990000E+4	8.030980E+1
2.376550E-4	-1.943825E-4	3.934000E+1	5.761000E-1	2.200000E+4	8.031200E+1
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
 85.0000	 84.9995	 85.6669	112.9890	  2.8247	  5.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
2.896375E-4	9.350000E-7	0.000000E+0	5.735450E-1	6.310000E+0	8.566650E+1
2.850075E-4	-1.625000E-7	8.000000E-2	5.807150E-1	7.940000E+0	8.566910E+1
2.863325E-4	7.315000E-6	-1.120000E+0	5.834400E-1	1.000000E+1	8.567120E+1
2.817525E-4	-1.190000E-6	-3.300000E-1	5.855050E-1	1.260000E+1	8.567150E+1
2.769225E-4	-1.540000E-6	3.470000E+0	5.859150E-1	1.580000E+1	8.566900E+1
2.747650E-4	-2.777500E-6	1.850000E+0	5.860200E-1	1.990000E+1	8.567200E+1
2.805100E-4	-1.270000E-6	5.000000E-1	5.860000E-1	2.510000E+1	8.567140E+1
2.798950E-4	-1.322500E-6	5.800000E-1	5.860000E-1	3.160000E+1	8.566830E+1
2.792300E-4	-1.722500E-6	3.700000E-1	5.860000E-1	3.980000E+1	8.566470E+1
2.838390E-4	-2.784000E-6	8.000000E+0	5.861350E-1	5.010000E+1	8.566600E+1
2.788650E-4	-1.702500E-6	4.600000E-1	5.859000E-1	6.310000E+1	8.566820E+1
2.786650E-4	-1.757500E-6	3.900000E-1	5.859050E-1	7.940000E+1	8.566550E+1
2.788400E-4	-1.897500E-6	4.000000E-1	5.860200E-1	1.000000E+2	8.566590E+1
2.782275E-4	-2.102500E-6	4.100000E-1	5.859000E-1	1.260000E+2	8.566460E+1
2.778025E-4	-2.427500E-6	5.200000E-1	5.859000E-1	1.580000E+2	8.566410E+1
2.778475E-4	-2.680000E-6	5.500000E-1	5.859600E-1	1.990000E+2	8.566330E+1
2.777375E-4	-3.102500E-6	6.400000E-1	5.860000E-1	2.510000E+2	8.566340E+1
2.776100E-4	-3.752500E-6	7.800000E-1	5.860000E-1	3.160000E+2	8.566430E+1
2.774500E-4	-4.435000E-6	9.600000E-1	5.860000E-1	3.980000E+2	8.567130E+1
2.772525E-4	-5.280000E-6	1.100000E+0	5.860000E-1	5.010000E+2	8.567470E+1
2.771775E-4	-6.440000E-6	1.330000E+0	5.861000E-1	6.310000E+2	8.566730E+1
2.768825E-4	-7.677500E-6	1.630000E+0	5.861000E-1	7.940000E+2	8.566460E+1
2.770700E-4	-9.285000E-6	1.980000E+0	5.861000E-1	1.000000E+3	8.566720E+1
2.765375E-4	-1.169250E-5	2.490000E+0	5.861050E-1	1.260000E+3	8.566690E+1
2.761425E-4	-1.424250E-5	2.940000E+0	5.862000E-1	1.580000E+3	8.566670E+1
2.753300E-4	-1.800000E-5	3.770000E+0	5.862000E-1	1.990000E+3	8.566990E+1
2.763075E-4	-2.455000E-5	5.020000E+0	5.862000E-1	2.510000E+3	8.567060E+1
2.747500E-4	-2.984250E-5	6.320000E+0	5.862000E-1	3.160000E+3	8.566630E+1
2.752100E-4	-3.680000E-5	7.510000E+0	5.861000E-1	3.980000E+3	8.567020E+1
2.584900E-4	-4.096750E-5	8.970000E+0	5.860000E-1	5.010000E+3	8.566280E+1
2.769275E-4	-6.010250E-5	1.211000E+1	5.858000E-1	6.310000E+3	8.566590E+1
2.757925E-4	-7.988000E-5	1.612000E+1	5.857000E-1	7.940000E+3	8.566720E+1
2.702650E-4	-1.016300E-4	2.040000E+1	5.855300E-1	1.000000E+4	8.567110E+1
2.508725E-4	-1.238475E-4	2.621000E+1	5.852000E-1	1.260000E+4	8.566310E+1
2.492550E-4	-1.526050E-4	3.146000E+1	5.848000E-1	1.580000E+4	8.566570E+1
2.335875E-4	-1.779800E-4	3.728000E+1	5.841000E-1	1.990000E+4	8.566580E+1
2.218625E-4	-1.879175E-4	4.035000E+1	5.838000E-1	2.200000E+4	8.566650E+1
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
 90.0000	 89.9933	 90.9859	114.6970	  2.8674	  5.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
2.843925E-4	5.900000E-7	-1.100000E-1	5.792800E-1	6.310000E+0	9.097930E+1
2.783650E-4	-1.200000E-7	3.000000E-2	5.863750E-1	7.940000E+0	9.097750E+1
2.700675E-4	3.307500E-6	-7.600000E-1	5.898200E-1	1.000000E+1	9.097920E+1
2.725775E-4	-2.195000E-6	5.500000E-1	5.927750E-1	1.260000E+1	9.098670E+1
2.723150E-4	-2.510000E-6	1.370000E+0	5.933400E-1	1.580000E+1	9.098170E+1
2.803525E-4	-3.495000E-6	7.800000E-1	5.935200E-1	1.990000E+1	9.097790E+1
2.725525E-4	-1.187500E-6	1.900000E-1	5.935500E-1	2.510000E+1	9.097860E+1
2.721975E-4	-1.707500E-6	4.600000E-1	5.935000E-1	3.160000E+1	9.098590E+1
2.719875E-4	-1.697500E-6	3.400000E-1	5.935050E-1	3.980000E+1	9.098140E+1
2.754150E-4	4.307500E-6	-8.570000E+0	5.925550E-1	5.010000E+1	9.098200E+1
2.714150E-4	-1.967500E-6	4.200000E-1	5.934800E-1	6.310000E+1	9.097900E+1
2.713775E-4	-2.017500E-6	3.700000E-1	5.934750E-1	7.940000E+1	9.098120E+1
2.711550E-4	-1.870000E-6	5.600000E-1	5.933000E-1	1.000000E+2	9.098290E+1
2.707800E-4	-2.350000E-6	5.300000E-1	5.935000E-1	1.260000E+2	9.098090E+1
2.704825E-4	-2.642500E-6	5.800000E-1	5.934800E-1	1.580000E+2	9.098040E+1
2.702000E-4	-2.797500E-6	5.800000E-1	5.935000E-1	1.990000E+2	9.098000E+1
2.702675E-4	-3.295000E-6	6.900000E-1	5.935000E-1	2.510000E+2	9.097910E+1
2.700775E-4	-3.870000E-6	8.400000E-1	5.935000E-1	3.160000E+2	9.097510E+1
2.698250E-4	-4.482500E-6	9.300000E-1	5.935000E-1	3.980000E+2	9.098570E+1
2.696925E-4	-5.337500E-6	1.160000E+0	5.936000E-1	5.010000E+2	9.098310E+1
2.695900E-4	-6.345000E-6	1.340000E+0	5.936000E-1	6.310000E+2	9.097750E+1
2.692675E-4	-7.657500E-6	1.670000E+0	5.937000E-1	7.940000E+2	9.098150E+1
2.690150E-4	-9.372500E-6	1.990000E+0	5.937000E-1	1.000000E+3	9.097780E+1
2.689575E-4	-1.156750E-5	2.500000E+0	5.937000E-1	1.260000E+3	9.097890E+1
2.685775E-4	-1.428000E-5	3.040000E+0	5.938000E-1	1.580000E+3	9.097340E+1
2.675975E-4	-1.782500E-5	3.930000E+0	5.938000E-1	1.990000E+3	9.097270E+1
2.687900E-4	-2.426000E-5	5.230000E+0	5.938000E-1	2.510000E+3	9.098040E+1
2.669425E-4	-2.940500E-5	6.380000E+0	5.938000E-1	3.160000E+3	9.097740E+1
2.679875E-4	-3.627250E-5	7.740000E+0	5.937000E-1	3.980000E+3	9.097840E+1
2.502875E-4	-4.134250E-5	9.260000E+0	5.937000E-1	5.010000E+3	9.097770E+1
2.693425E-4	-5.932750E-5	1.244000E+1	5.934000E-1	6.310000E+3	9.098050E+1
2.678825E-4	-7.889250E-5	1.649000E+1	5.933900E-1	7.940000E+3	9.098160E+1
2.597850E-4	-1.009450E-4	2.130000E+1	5.932300E-1	1.000000E+4	9.097610E+1
2.425450E-4	-1.218550E-4	2.673000E+1	5.928000E-1	1.260000E+4	9.097510E+1
2.420100E-4	-1.494000E-4	3.166000E+1	5.923000E-1	1.580000E+4	9.097910E+1
2.265550E-4	-1.752175E-4	3.774000E+1	5.917000E-1	1.990000E+4	9.098000E+1
2.172100E-4	-1.829800E-4	4.007000E+1	5.913000E-1	2.200000E+4	9.097820E+1
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
 95.0000	 94.9937	 96.2566	116.3760	  2.9094	  5.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
2.774375E-4	3.200000E-7	-7.000000E-2	5.866600E-1	6.310000E+0	9.625350E+1
2.729775E-4	-6.950000E-7	1.100000E-1	5.932850E-1	7.940000E+0	9.625150E+1
2.681200E-4	6.085000E-6	-1.270000E+0	5.967500E-1	1.000000E+1	9.625440E+1
2.682125E-4	-2.907500E-6	-1.000000E-1	5.989000E-1	1.260000E+1	9.625130E+1
2.667250E-4	-4.365000E-6	1.120000E+0	6.004950E-1	1.580000E+1	9.624970E+1
2.718875E-4	2.880000E-6	-7.100000E-1	6.010000E-1	1.990000E+1	9.625610E+1
2.670150E-4	-1.762500E-6	3.400000E-1	6.010500E-1	2.510000E+1	9.624960E+1
2.659675E-4	-1.947500E-6	4.500000E-1	6.010750E-1	3.160000E+1	9.625410E+1
2.658850E-4	-1.977500E-6	5.000000E-1	6.010150E-1	3.980000E+1	9.624820E+1
2.732380E-4	-3.820000E-7	1.383000E+1	6.018450E-1	5.010000E+1	9.624940E+1
2.649075E-4	-2.295000E-6	4.900000E-1	6.010150E-1	6.310000E+1	9.624790E+1
2.648550E-4	-2.107500E-6	5.400000E-1	6.010150E-1	7.940000E+1	9.625210E+1
2.644975E-4	-1.477500E-6	2.800000E-1	6.009400E-1	1.000000E+2	9.625230E+1
2.643950E-4	-2.470000E-6	5.700000E-1	6.010000E-1	1.260000E+2	9.624850E+1
2.640175E-4	-2.770000E-6	6.000000E-1	6.010000E-1	1.580000E+2	9.624670E+1
2.639400E-4	-3.012500E-6	6.500000E-1	6.010000E-1	1.990000E+2	9.625440E+1
2.637325E-4	-3.480000E-6	8.000000E-1	6.010150E-1	2.510000E+2	9.625160E+1
2.635725E-4	-3.907500E-6	8.500000E-1	6.010450E-1	3.160000E+2	9.624900E+1
2.633950E-4	-4.545000E-6	1.010000E+0	6.011000E-1	3.980000E+2	9.625260E+1
2.632325E-4	-5.455000E-6	1.310000E+0	6.011100E-1	5.010000E+2	9.625560E+1
2.632350E-4	-6.552500E-6	1.400000E+0	6.012000E-1	6.310000E+2	9.624940E+1
2.630150E-4	-7.812500E-6	1.660000E+0	6.012000E-1	7.940000E+2	9.625070E+1
2.628175E-4	-9.315000E-6	2.050000E+0	6.012000E-1	1.000000E+3	9.625450E+1
2.625375E-4	-1.164250E-5	2.520000E+0	6.013000E-1	1.260000E+3	9.625270E+1
2.619875E-4	-1.441250E-5	3.140000E+0	6.013100E-1	1.580000E+3	9.625040E+1
2.608950E-4	-1.794250E-5	3.890000E+0	6.013000E-1	1.990000E+3	9.624910E+1
2.591525E-4	-2.220750E-5	4.940000E+0	6.013600E-1	2.510000E+3	9.625270E+1
2.607300E-4	-2.911500E-5	6.370000E+0	6.013950E-1	3.160000E+3	9.624870E+1
2.610375E-4	-3.596750E-5	8.060000E+0	6.012900E-1	3.980000E+3	9.624580E+1
2.431925E-4	-4.167500E-5	9.690000E+0	6.012000E-1	5.010000E+3	9.625240E+1
2.627250E-4	-5.836500E-5	1.251000E+1	6.010250E-1	6.310000E+3	9.624800E+1
2.610650E-4	-7.781250E-5	1.661000E+1	6.010000E-1	7.940000E+3	9.624930E+1
2.549900E-4	-9.967000E-5	2.150000E+1	6.008450E-1	1.000000E+4	9.624930E+1
2.353650E-4	-1.202250E-4	2.699000E+1	6.005000E-1	1.260000E+4	9.625210E+1
2.354950E-4	-1.486725E-4	3.230000E+1	6.000000E-1	1.580000E+4	9.624900E+1
2.208775E-4	-1.714225E-4	3.778000E+1	5.993000E-1	1.990000E+4	9.624800E+1
2.157700E-4	-1.843050E-4	4.052000E+1	5.989000E-1	2.200000E+4	9.625260E+1
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
100.0000	 99.9902	101.5475	118.0570	  2.9514	  5.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
2.712750E-4	-4.250000E-7	1.500000E-1	5.941150E-1	6.310000E+0	1.015333E+2
2.674450E-4	-1.287500E-6	2.500000E-1	6.005400E-1	7.940000E+0	1.015458E+2
2.618550E-4	4.865000E-6	-1.130000E+0	6.039600E-1	1.000000E+1	1.015426E+2
2.634700E-4	-2.225000E-6	4.300000E-1	6.062200E-1	1.260000E+1	1.015382E+2
2.626925E-4	-3.722500E-6	-1.610000E+0	6.077800E-1	1.580000E+1	1.015371E+2
2.638550E-4	-6.967500E-6	1.900000E+0	6.083000E-1	1.990000E+1	1.015388E+2
2.609100E-4	-1.830000E-6	3.700000E-1	6.084300E-1	2.510000E+1	1.015443E+2
2.610850E-4	-2.275000E-6	5.200000E-1	6.085000E-1	3.160000E+1	1.015472E+2
2.603075E-4	-2.045000E-6	5.000000E-1	6.084550E-1	3.980000E+1	1.015382E+2
2.601590E-4	1.103400E-5	-1.320000E+0	6.079350E-1	5.010000E+1	1.015425E+2
2.598550E-4	-2.107500E-6	4.700000E-1	6.084000E-1	6.310000E+1	1.015471E+2
2.592875E-4	-2.270000E-6	5.100000E-1	6.084000E-1	7.940000E+1	1.015457E+2
2.594025E-4	-2.665000E-6	6.900000E-1	6.084250E-1	1.000000E+2	1.015433E+2
2.587075E-4	-2.417500E-6	5.500000E-1	6.084000E-1	1.260000E+2	1.015433E+2
2.584225E-4	-2.860000E-6	6.400000E-1	6.084000E-1	1.580000E+2	1.015353E+2
2.581075E-4	-3.050000E-6	7.500000E-1	6.084000E-1	1.990000E+2	1.015413E+2
2.580450E-4	-3.507500E-6	8.100000E-1	6.084050E-1	2.510000E+2	1.015453E+2
2.577675E-4	-4.412500E-6	7.900000E-1	6.084900E-1	3.160000E+2	1.015390E+2
2.576975E-4	-4.692500E-6	1.040000E+0	6.084800E-1	3.980000E+2	1.015423E+2
2.574850E-4	-5.495000E-6	1.180000E+0	6.085000E-1	5.010000E+2	1.015479E+2
2.573875E-4	-6.557500E-6	1.430000E+0	6.086000E-1	6.310000E+2	1.015425E+2
2.573175E-4	-7.952500E-6	1.790000E+0	6.086000E-1	7.940000E+2	1.015379E+2
2.569375E-4	-9.902500E-6	2.030000E+0	6.086000E-1	1.000000E+3	1.015400E+2
2.567050E-4	-1.192250E-5	2.640000E+0	6.086000E-1	1.260000E+3	1.015387E+2
2.563800E-4	-1.459250E-5	3.230000E+0	6.087000E-1	1.580000E+3	1.015434E+2
2.558775E-4	-1.828750E-5	4.010000E+0	6.087000E-1	1.990000E+3	1.015369E+2
2.532925E-4	-2.241000E-5	5.120000E+0	6.086850E-1	2.510000E+3	1.015383E+2
2.550000E-4	-2.899250E-5	6.310000E+0	6.087000E-1	3.160000E+3	1.015484E+2
2.554200E-4	-3.564500E-5	8.030000E+0	6.086000E-1	3.980000E+3	1.015426E+2
2.368500E-4	-4.247500E-5	1.016000E+1	6.085000E-1	5.010000E+3	1.015424E+2
2.574775E-4	-5.842250E-5	1.278000E+1	6.083000E-1	6.310000E+3	1.015455E+2
2.552150E-4	-7.779000E-5	1.696000E+1	6.082000E-1	7.940000E+3	1.015439E+2
2.455475E-4	-9.990250E-5	2.211000E+1	6.080100E-1	1.000000E+4	1.015422E+2
2.288975E-4	-1.191200E-4	2.738000E+1	6.077000E-1	1.260000E+4	1.015415E+2
2.297900E-4	-1.471400E-4	3.255000E+1	6.072000E-1	1.580000E+4	1.015414E+2
2.154775E-4	-1.682000E-4	3.804000E+1	6.065000E-1	1.990000E+4	1.015323E+2
2.090050E-4	-1.803500E-4	4.077000E+1	6.061000E-1	2.200000E+4	1.015414E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
105.0000	104.9943	106.8339	119.6560	  2.9914	  5.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
2.664750E-4	-5.450000E-7	1.600000E-1	6.008850E-1	6.310000E+0	1.068312E+2
2.623700E-4	-1.375000E-6	2.300000E-1	6.072800E-1	7.940000E+0	1.068393E+2
2.550475E-4	-7.195000E-6	1.620000E+0	6.111850E-1	1.000000E+1	1.068301E+2
2.580900E-4	-3.072500E-6	4.300000E-1	6.140550E-1	1.260000E+1	1.068365E+2
2.566175E-4	1.142500E-6	1.100000E-1	6.153250E-1	1.580000E+1	1.068326E+2
2.522025E-4	-1.720000E-6	6.800000E-1	6.157100E-1	1.990000E+1	1.068341E+2
2.564075E-4	-2.235000E-6	6.600000E-1	6.158200E-1	2.510000E+1	1.068374E+2
2.563250E-4	-2.322500E-6	5.700000E-1	6.159000E-1	3.160000E+1	1.068393E+2
2.558025E-4	-2.282500E-6	5.000000E-1	6.158000E-1	3.980000E+1	1.068339E+2
2.553550E-4	-5.830000E-6	-2.509000E+1	6.161800E-1	5.010000E+1	1.068410E+2
2.551875E-4	-2.267500E-6	5.100000E-1	6.157650E-1	6.310000E+1	1.068354E+2
2.548025E-4	-2.480000E-6	5.700000E-1	6.157000E-1	7.940000E+1	1.068371E+2
2.547250E-4	-2.885000E-6	7.800000E-1	6.156600E-1	1.000000E+2	1.068424E+2
2.542075E-4	-2.720000E-6	6.300000E-1	6.157100E-1	1.260000E+2	1.068350E+2
2.539075E-4	-2.960000E-6	7.000000E-1	6.157150E-1	1.580000E+2	1.068405E+2
2.536200E-4	-3.165000E-6	6.700000E-1	6.157650E-1	1.990000E+2	1.068378E+2
2.533825E-4	-3.577500E-6	8.400000E-1	6.158000E-1	2.510000E+2	1.068324E+2
2.531825E-4	-4.152500E-6	9.200000E-1	6.158000E-1	3.160000E+2	1.068322E+2
2.530275E-4	-4.937500E-6	1.060000E+0	6.158000E-1	3.980000E+2	1.068315E+2
2.528500E-4	-5.662500E-6	1.320000E+0	6.159000E-1	5.010000E+2	1.068448E+2
2.528150E-4	-6.657500E-6	1.490000E+0	6.159150E-1	6.310000E+2	1.068375E+2
2.526275E-4	-8.102500E-6	1.840000E+0	6.160000E-1	7.940000E+2	1.068368E+2
2.523300E-4	-1.007750E-5	2.150000E+0	6.160000E-1	1.000000E+3	1.068373E+2
2.520850E-4	-1.207750E-5	2.750000E+0	6.160150E-1	1.260000E+3	1.068330E+2
2.517625E-4	-1.470500E-5	3.320000E+0	6.161000E-1	1.580000E+3	1.068454E+2
2.510525E-4	-1.828000E-5	4.090000E+0	6.161000E-1	1.990000E+3	1.068414E+2
2.484275E-4	-2.248250E-5	5.240000E+0	6.160000E-1	2.510000E+3	1.068424E+2
2.502450E-4	-2.903500E-5	6.450000E+0	6.160000E-1	3.160000E+3	1.068344E+2
2.507175E-4	-3.575000E-5	8.070000E+0	6.159100E-1	3.980000E+3	1.068384E+2
2.522550E-4	-4.492000E-5	1.013000E+1	6.159000E-1	5.010000E+3	1.068389E+2
2.527225E-4	-5.824000E-5	1.290000E+1	6.158000E-1	6.310000E+3	1.068344E+2
2.503650E-4	-7.740500E-5	1.714000E+1	6.156000E-1	7.940000E+3	1.068334E+2
2.418800E-4	-9.656500E-5	2.178000E+1	6.154000E-1	1.000000E+4	1.068364E+2
2.229300E-4	-1.181175E-4	2.794000E+1	6.151000E-1	1.260000E+4	1.068336E+2
2.241950E-4	-1.457500E-4	3.303000E+1	6.145750E-1	1.580000E+4	1.068382E+2
2.108700E-4	-1.668550E-4	3.830000E+1	6.138800E-1	1.990000E+4	1.068392E+2
2.034825E-4	-1.781025E-4	4.113000E+1	6.135000E-1	2.200000E+4	1.068319E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
110.0000	109.9903	111.9539	121.2620	  3.0316	  5.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
2.622475E-4	-1.210000E-6	2.600000E-1	6.084500E-1	6.310000E+0	1.119453E+2
2.583150E-4	-1.480000E-6	3.300000E-1	6.144300E-1	7.940000E+0	1.119438E+2
2.511125E-4	-1.482500E-6	3.200000E-1	6.181550E-1	1.000000E+1	1.119415E+2
2.562400E-4	-2.427500E-6	9.100000E-1	6.202950E-1	1.260000E+1	1.119480E+2
2.543775E-4	-2.902500E-6	1.340000E+0	6.222200E-1	1.580000E+1	1.119429E+2
2.514475E-4	8.000000E-8	7.000000E-2	6.228000E-1	1.990000E+1	1.119498E+2
2.531275E-4	-2.225000E-6	5.600000E-1	6.229400E-1	2.510000E+1	1.119481E+2
2.524425E-4	-2.530000E-6	6.300000E-1	6.230000E-1	3.160000E+1	1.119447E+2
2.521925E-4	-2.510000E-6	6.100000E-1	6.230000E-1	3.980000E+1	1.119472E+2
2.683300E-4	-3.800000E-6	2.034000E+1	6.230750E-1	5.010000E+1	1.119413E+2
2.517200E-4	-2.722500E-6	5.900000E-1	6.231800E-1	6.310000E+1	1.119490E+2
2.509175E-4	-2.607500E-6	6.600000E-1	6.231400E-1	7.940000E+1	1.119431E+2
2.513975E-4	-2.792500E-6	6.700000E-1	6.233100E-1	1.000000E+2	1.119383E+2
2.506400E-4	-2.642500E-6	5.500000E-1	6.232200E-1	1.260000E+2	1.119338E+2
2.501875E-4	-3.185000E-6	7.700000E-1	6.233000E-1	1.580000E+2	1.119417E+2
2.500350E-4	-3.192500E-6	7.300000E-1	6.233000E-1	1.990000E+2	1.119478E+2
2.497275E-4	-3.705000E-6	7.900000E-1	6.233200E-1	2.510000E+2	1.119400E+2
2.495050E-4	-4.052500E-6	9.600000E-1	6.233900E-1	3.160000E+2	1.119360E+2
2.493500E-4	-4.910000E-6	1.130000E+0	6.234000E-1	3.980000E+2	1.119426E+2
2.493050E-4	-5.770000E-6	1.410000E+0	6.235000E-1	5.010000E+2	1.119428E+2
2.491475E-4	-6.760000E-6	1.630000E+0	6.235300E-1	6.310000E+2	1.119456E+2
2.487550E-4	-8.125000E-6	1.780000E+0	6.236000E-1	7.940000E+2	1.119398E+2
2.486050E-4	-9.955000E-6	2.270000E+0	6.236000E-1	1.000000E+3	1.119488E+2
2.482250E-4	-1.211000E-5	2.760000E+0	6.237000E-1	1.260000E+3	1.119501E+2
2.475400E-4	-1.490250E-5	3.480000E+0	6.237000E-1	1.580000E+3	1.119539E+2
2.469175E-4	-1.835750E-5	4.370000E+0	6.237000E-1	1.990000E+3	1.119466E+2
2.444550E-4	-2.271500E-5	5.280000E+0	6.237000E-1	2.510000E+3	1.119435E+2
2.463275E-4	-2.933750E-5	6.740000E+0	6.237000E-1	3.160000E+3	1.119539E+2
2.467300E-4	-3.500750E-5	8.210000E+0	6.236000E-1	3.980000E+3	1.119454E+2
2.483625E-4	-4.448000E-5	1.016000E+1	6.235000E-1	5.010000E+3	1.119540E+2
2.484550E-4	-5.728250E-5	1.298000E+1	6.234000E-1	6.310000E+3	1.119384E+2
2.463875E-4	-7.682000E-5	1.741000E+1	6.232000E-1	7.940000E+3	1.119386E+2
