*** szafir SiO2 20 mkm 15-04-2019	*START	Date: 2019-04-15	Time: 13:31:42
Current for R :2.000mA	Current 3-Omega25.000 mA		

Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
200.0000	200.0044	202.6025	 19.3302	 12.0814	 25.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
1.049380E-4	-2.560200E-5	1.369000E+1	5.224000E-1	2.510000E+3	2.316666E+2
1.017880E-4	-2.752600E-5	1.524000E+1	5.224000E-1	3.160000E+3	2.316679E+2
1.022540E-4	-2.968600E-5	1.622000E+1	5.223000E-1	3.980000E+3	2.316609E+2
1.009900E-4	-3.398200E-5	1.867000E+1	5.223000E-1	5.010000E+3	2.316539E+2
7.338000E-5	-4.998600E-5	3.412000E+1	5.222000E-1	6.310000E+3	2.316646E+2
9.076000E-5	-4.704000E-5	2.744000E+1	5.221000E-1	7.940000E+3	2.316599E+2
8.408600E-5	-5.091600E-5	3.119000E+1	5.221000E-1	1.000000E+4	2.316541E+2
7.474200E-5	-5.662600E-5	3.711000E+1	5.220000E-1	1.260000E+4	2.316609E+2
8.085400E-5	-6.388800E-5	3.821000E+1	5.218000E-1	1.580000E+4	2.316653E+2
7.507400E-5	-7.686800E-5	4.563000E+1	5.215000E-1	1.990000E+4	2.316466E+2
7.114000E-5	-8.789000E-5	5.116000E+1	5.214000E-1	2.200000E+4	2.316558E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
235.0000	234.7463	235.4488	 20.6550	 12.9094	 25.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
1.742450E-4	-2.576000E-5	8.410000E+0	5.206300E-1	6.310000E+0	2.354548E+2
1.713400E-4	-2.460000E-5	8.170000E+0	5.240100E-1	7.940000E+0	2.355781E+2
1.683320E-4	-2.239600E-5	7.590000E+0	5.253000E-1	1.000000E+1	2.356037E+2
1.655180E-4	-2.178400E-5	7.490000E+0	5.258000E-1	1.260000E+1	2.355878E+2
1.627800E-4	-2.066200E-5	7.270000E+0	5.259700E-1	1.580000E+1	2.355859E+2
1.602500E-4	-1.943600E-5	6.920000E+0	5.260000E-1	1.990000E+1	2.355847E+2
1.579580E-4	-1.851200E-5	6.680000E+0	5.261000E-1	2.510000E+1	2.355891E+2
1.556840E-4	-1.794000E-5	6.560000E+0	5.261000E-1	3.160000E+1	2.355771E+2
1.535960E-4	-1.751600E-5	6.510000E+0	5.261000E-1	3.980000E+1	2.355566E+2
1.498440E-4	-1.807600E-5	4.970000E+0	5.266300E-1	5.010000E+1	2.355536E+2
1.492300E-4	-1.754200E-5	6.690000E+0	5.261000E-1	6.310000E+1	2.355514E+2
1.467980E-4	-1.775200E-5	6.910000E+0	5.261000E-1	7.940000E+1	2.355595E+2
1.443800E-4	-1.797400E-5	7.090000E+0	5.261000E-1	1.000000E+2	2.355374E+2
1.417100E-4	-1.826800E-5	7.330000E+0	5.261000E-1	1.260000E+2	2.355468E+2
1.390920E-4	-1.849400E-5	7.560000E+0	5.261100E-1	1.580000E+2	2.355415E+2
1.363960E-4	-1.868800E-5	7.790000E+0	5.262000E-1	1.990000E+2	2.355504E+2
1.336580E-4	-1.892800E-5	8.030000E+0	5.262000E-1	2.510000E+2	2.355311E+2
1.309540E-4	-1.911800E-5	8.330000E+0	5.262000E-1	3.160000E+2	2.355335E+2
1.283360E-4	-1.944000E-5	8.550000E+0	5.262000E-1	3.980000E+2	2.355355E+2
1.257100E-4	-1.968600E-5	8.960000E+0	5.262000E-1	5.010000E+2	2.355349E+2
1.231660E-4	-2.015000E-5	9.360000E+0	5.262000E-1	6.310000E+2	2.355306E+2
1.204280E-4	-2.064600E-5	9.780000E+0	5.262000E-1	7.940000E+2	2.355221E+2
1.177620E-4	-2.125800E-5	1.026000E+1	5.262000E-1	1.000000E+3	2.355351E+2
1.151420E-4	-2.214000E-5	1.087000E+1	5.262000E-1	1.260000E+3	2.355198E+2
1.125840E-4	-2.326200E-5	1.165000E+1	5.262000E-1	1.580000E+3	2.355461E+2
1.093800E-4	-2.498400E-5	1.283000E+1	5.262000E-1	1.990000E+3	2.355384E+2
1.056380E-4	-2.633200E-5	1.414000E+1	5.262000E-1	2.510000E+3	2.355332E+2
1.024540E-4	-2.832600E-5	1.537000E+1	5.262000E-1	3.160000E+3	2.355274E+2
1.038820E-4	-3.030600E-5	1.632000E+1	5.261000E-1	3.980000E+3	2.355366E+2
1.014400E-4	-3.491200E-5	1.901000E+1	5.262000E-1	5.010000E+3	2.355278E+2
9.751200E-5	-4.166200E-5	2.308000E+1	5.261000E-1	6.310000E+3	2.355348E+2
9.076800E-5	-4.779200E-5	2.774000E+1	5.261000E-1	7.940000E+3	2.355362E+2
8.472600E-5	-5.071800E-5	3.099000E+1	5.259700E-1	1.000000E+4	2.355374E+2
7.462800E-5	-5.769200E-5	3.762000E+1	5.259000E-1	1.260000E+4	2.355274E+2
8.045200E-5	-6.495200E-5	3.885000E+1	5.257000E-1	1.580000E+4	2.355375E+2
7.406600E-5	-7.890000E-5	4.693000E+1	5.254100E-1	1.990000E+4	2.355403E+2
6.821600E-5	-8.310400E-5	5.066000E+1	5.253000E-1	2.200000E+4	2.355422E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
240.0000	239.5578	240.2060	 20.9360	 13.0850	 25.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
-4.250940E-4	-7.996600E-5	1.694200E+2	5.269700E-1	6.310000E+0	2.398058E+2
1.759820E-4	-2.530200E-5	8.170000E+0	5.305200E-1	7.940000E+0	2.402143E+2
1.710620E-4	-2.228000E-5	7.480000E+0	5.309900E-1	1.000000E+1	2.402617E+2
1.692740E-4	-2.222800E-5	7.480000E+0	5.310900E-1	1.260000E+1	2.401741E+2
1.668080E-4	-2.130600E-5	7.330000E+0	5.311000E-1	1.580000E+1	2.401557E+2
1.640000E-4	-1.996600E-5	6.920000E+0	5.311000E-1	1.990000E+1	2.401732E+2
1.614220E-4	-1.910000E-5	6.750000E+0	5.311000E-1	2.510000E+1	2.401877E+2
1.590660E-4	-1.859600E-5	6.670000E+0	5.311000E-1	3.160000E+1	2.402181E+2
1.568340E-4	-1.823600E-5	6.620000E+0	5.311400E-1	3.980000E+1	2.401947E+2
1.540760E-4	-1.756000E-5	6.790000E+0	5.301400E-1	5.010000E+1	2.402056E+2
1.523740E-4	-1.839200E-5	6.880000E+0	5.312000E-1	6.310000E+1	2.402171E+2
1.497240E-4	-1.854600E-5	7.080000E+0	5.312000E-1	7.940000E+1	2.402136E+2
1.471900E-4	-1.889200E-5	7.310000E+0	5.312200E-1	1.000000E+2	2.402050E+2
1.442880E-4	-1.907600E-5	7.510000E+0	5.312000E-1	1.260000E+2	2.402220E+2
1.415940E-4	-1.930000E-5	7.770000E+0	5.312000E-1	1.580000E+2	2.402308E+2
1.386380E-4	-1.950000E-5	7.950000E+0	5.312000E-1	1.990000E+2	2.402278E+2
1.358940E-4	-1.972200E-5	8.290000E+0	5.312000E-1	2.510000E+2	2.402228E+2
1.331860E-4	-1.990000E-5	8.500000E+0	5.313000E-1	3.160000E+2	2.402321E+2
1.305820E-4	-2.037800E-5	8.890000E+0	5.313000E-1	3.980000E+2	2.402404E+2
1.276620E-4	-2.055600E-5	9.310000E+0	5.312300E-1	5.010000E+2	2.402386E+2
1.249000E-4	-2.094200E-5	9.470000E+0	5.313000E-1	6.310000E+2	2.402370E+2
1.222000E-4	-2.156800E-5	1.004000E+1	5.313000E-1	7.940000E+2	2.402337E+2
1.194280E-4	-2.209600E-5	1.059000E+1	5.313000E-1	1.000000E+3	2.402358E+2
1.166980E-4	-2.307000E-5	1.124000E+1	5.313000E-1	1.260000E+3	2.402368E+2
1.138180E-4	-2.416400E-5	1.195000E+1	5.313000E-1	1.580000E+3	2.402336E+2
1.105540E-4	-2.586600E-5	1.327000E+1	5.313000E-1	1.990000E+3	2.402383E+2
1.068340E-4	-2.728000E-5	1.435000E+1	5.313000E-1	2.510000E+3	2.402330E+2
1.038280E-4	-2.940000E-5	1.567000E+1	5.313000E-1	3.160000E+3	2.402384E+2
1.047580E-4	-3.122600E-5	1.672000E+1	5.312000E-1	3.980000E+3	2.402500E+2
1.023040E-4	-3.589200E-5	1.936000E+1	5.312300E-1	5.010000E+3	2.402399E+2
9.805400E-5	-4.270400E-5	2.353000E+1	5.312000E-1	6.310000E+3	2.402308E+2
9.104600E-5	-4.882800E-5	2.819000E+1	5.312000E-1	7.940000E+3	2.402365E+2
8.442000E-5	-5.130200E-5	3.131000E+1	5.310900E-1	1.000000E+4	2.402585E+2
7.417000E-5	-5.913600E-5	3.848000E+1	5.310000E-1	1.260000E+4	2.402460E+2
8.026000E-5	-6.545400E-5	3.932000E+1	5.308000E-1	1.580000E+4	2.402395E+2
7.302600E-5	-7.902400E-5	4.736000E+1	5.305000E-1	1.990000E+4	2.402482E+2
6.925800E-5	-8.685600E-5	5.137000E+1	5.304000E-1	2.200000E+4	2.402385E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
245.0000	244.9405	245.3014	 21.2165	 13.2603	 25.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
1.835450E-4	-2.739500E-5	8.520000E+0	5.336400E-1	6.310000E+0	2.447899E+2
1.796740E-4	-2.590600E-5	8.200000E+0	5.354000E-1	7.940000E+0	2.446656E+2
1.758720E-4	-2.255000E-5	7.330000E+0	5.359200E-1	1.000000E+1	2.449792E+2
1.729520E-4	-2.291400E-5	7.570000E+0	5.362200E-1	1.260000E+1	2.452151E+2
1.692040E-4	-2.151000E-5	7.340000E+0	5.363000E-1	1.580000E+1	2.452021E+2
1.675600E-4	-2.059600E-5	7.020000E+0	5.362500E-1	1.990000E+1	2.451384E+2
1.651220E-4	-1.969000E-5	6.830000E+0	5.362000E-1	2.510000E+1	2.450840E+2
1.625660E-4	-1.923800E-5	6.770000E+0	5.362000E-1	3.160000E+1	2.450691E+2
1.601800E-4	-1.892200E-5	6.760000E+0	5.361500E-1	3.980000E+1	2.450775E+2
1.593240E-4	-2.006200E-5	8.530000E+0	5.375900E-1	5.010000E+1	2.451194E+2
1.553380E-4	-1.914200E-5	7.010000E+0	5.362000E-1	6.310000E+1	2.451203E+2
1.528340E-4	-1.939000E-5	7.200000E+0	5.362000E-1	7.940000E+1	2.451206E+2
1.498980E-4	-1.969400E-5	7.490000E+0	5.362000E-1	1.000000E+2	2.451477E+2
1.469300E-4	-1.988800E-5	7.700000E+0	5.362000E-1	1.260000E+2	2.451312E+2
1.441100E-4	-2.014000E-5	7.960000E+0	5.362000E-1	1.580000E+2	2.451529E+2
1.411480E-4	-2.027200E-5	8.180000E+0	5.362000E-1	1.990000E+2	2.451634E+2
1.382880E-4	-2.051000E-5	8.430000E+0	5.363000E-1	2.510000E+2	2.451566E+2
1.352900E-4	-2.075600E-5	8.690000E+0	5.363000E-1	3.160000E+2	2.451531E+2
1.324740E-4	-2.101400E-5	9.040000E+0	5.363000E-1	3.980000E+2	2.451577E+2
1.296620E-4	-2.132800E-5	9.420000E+0	5.363000E-1	5.010000E+2	2.451425E+2
1.266920E-4	-2.174600E-5	9.660000E+0	5.363000E-1	6.310000E+2	2.451520E+2
1.239100E-4	-2.227600E-5	1.019000E+1	5.363000E-1	7.940000E+2	2.451533E+2
1.211720E-4	-2.291600E-5	1.066000E+1	5.363000E-1	1.000000E+3	2.451506E+2
1.181840E-4	-2.386400E-5	1.148000E+1	5.363000E-1	1.260000E+3	2.451501E+2
1.153460E-4	-2.480200E-5	1.214000E+1	5.363000E-1	1.580000E+3	2.451572E+2
1.119720E-4	-2.665200E-5	1.341000E+1	5.362000E-1	1.990000E+3	2.451724E+2
1.082780E-4	-2.826400E-5	1.480000E+1	5.363000E-1	2.510000E+3	2.451579E+2
1.049480E-4	-3.050800E-5	1.640000E+1	5.363000E-1	3.160000E+3	2.451794E+2
1.048680E-4	-3.250200E-5	1.737000E+1	5.362000E-1	3.980000E+3	2.451567E+2
1.031380E-4	-3.691600E-5	1.985000E+1	5.362000E-1	5.010000E+3	2.451660E+2
9.866600E-5	-4.369000E-5	2.372000E+1	5.361000E-1	6.310000E+3	2.451573E+2
9.160000E-5	-4.985000E-5	2.863000E+1	5.361000E-1	7.940000E+3	2.451766E+2
8.580200E-5	-5.534800E-5	3.278000E+1	5.360700E-1	1.000000E+4	2.451701E+2
7.401800E-5	-6.043400E-5	3.930000E+1	5.359000E-1	1.260000E+4	2.451708E+2
8.004400E-5	-6.627400E-5	3.973000E+1	5.357000E-1	1.580000E+4	2.451689E+2
7.303400E-5	-7.997600E-5	4.763000E+1	5.354000E-1	1.990000E+4	2.451776E+2
6.682600E-5	-9.120800E-5	5.383000E+1	5.352400E-1	2.200000E+4	2.451831E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
250.0000	250.2182	250.1934	 21.4828	 13.4267	 25.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
1.879300E-4	-2.819000E-5	8.530000E+0	5.396200E-1	6.310000E+0	2.495137E+2
1.839500E-4	-2.663000E-5	8.240000E+0	5.404000E-1	7.940000E+0	2.494784E+2
1.791550E-4	-2.503500E-5	7.870000E+0	5.407300E-1	1.000000E+1	2.497623E+2
1.771780E-4	-2.359600E-5	7.580000E+0	5.409000E-1	1.260000E+1	2.499117E+2
1.760560E-4	-2.211000E-5	7.030000E+0	5.409000E-1	1.580000E+1	2.499065E+2
1.708400E-4	-2.112400E-5	7.060000E+0	5.408400E-1	1.990000E+1	2.498538E+2
1.682480E-4	-2.035000E-5	6.940000E+0	5.408000E-1	2.510000E+1	2.498017E+2
1.658360E-4	-1.985200E-5	6.830000E+0	5.407000E-1	3.160000E+1	2.497679E+2
1.633960E-4	-1.956200E-5	6.860000E+0	5.407000E-1	3.980000E+1	2.497694E+2
1.623900E-4	-2.061000E-5	9.590000E+0	5.404900E-1	5.010000E+1	2.497992E+2
1.584020E-4	-1.989800E-5	7.120000E+0	5.411000E-1	6.310000E+1	2.499042E+2
1.556720E-4	-2.021000E-5	7.400000E+0	5.411000E-1	7.940000E+1	2.499092E+2
1.527200E-4	-2.045400E-5	7.600000E+0	5.411000E-1	1.000000E+2	2.499138E+2
1.496480E-4	-2.071000E-5	7.850000E+0	5.411000E-1	1.260000E+2	2.499318E+2
1.465940E-4	-2.096000E-5	8.120000E+0	5.411000E-1	1.580000E+2	2.499341E+2
1.441380E-4	-2.113800E-5	8.360000E+0	5.411000E-1	1.990000E+2	2.499445E+2
1.405800E-4	-2.127600E-5	8.590000E+0	5.411200E-1	2.510000E+2	2.499648E+2
1.374960E-4	-2.144000E-5	8.890000E+0	5.412000E-1	3.160000E+2	2.499676E+2
1.345540E-4	-2.173400E-5	9.160000E+0	5.412000E-1	3.980000E+2	2.499588E+2
1.315260E-4	-2.214800E-5	9.540000E+0	5.412000E-1	5.010000E+2	2.499740E+2
1.286140E-4	-2.245400E-5	9.880000E+0	5.412000E-1	6.310000E+2	2.499812E+2
1.256140E-4	-2.302000E-5	1.038000E+1	5.412000E-1	7.940000E+2	2.499632E+2
1.226740E-4	-2.363800E-5	1.087000E+1	5.412000E-1	1.000000E+3	2.499612E+2
1.197540E-4	-2.467400E-5	1.164000E+1	5.412000E-1	1.260000E+3	2.499670E+2
1.167260E-4	-2.594000E-5	1.246000E+1	5.412000E-1	1.580000E+3	2.499665E+2
1.132540E-4	-2.762400E-5	1.365000E+1	5.412000E-1	1.990000E+3	2.499690E+2
1.094920E-4	-2.910800E-5	1.478000E+1	5.412000E-1	2.510000E+3	2.499905E+2
1.065020E-4	-3.195000E-5	1.657000E+1	5.412000E-1	3.160000E+3	2.499817E+2
1.061440E-4	-3.315800E-5	1.737000E+1	5.411000E-1	3.980000E+3	2.499883E+2
1.039260E-4	-3.797600E-5	2.012000E+1	5.411000E-1	5.010000E+3	2.499904E+2
9.941200E-5	-4.479400E-5	2.426000E+1	5.410000E-1	6.310000E+3	2.499925E+2
9.198000E-5	-5.084000E-5	2.903000E+1	5.409500E-1	7.940000E+3	2.499910E+2
8.571200E-5	-5.544400E-5	3.292000E+1	5.409100E-1	1.000000E+4	2.499900E+2
7.367200E-5	-6.210200E-5	4.012000E+1	5.408000E-1	1.260000E+4	2.499936E+2
7.990200E-5	-6.754800E-5	4.024000E+1	5.405400E-1	1.580000E+4	2.500139E+2
7.240600E-5	-8.111200E-5	4.821000E+1	5.403000E-1	1.990000E+4	2.500025E+2
6.520200E-5	-8.849400E-5	5.367000E+1	5.401000E-1	2.200000E+4	2.499986E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
255.0000	255.4900	255.3564	 21.7400	 13.5875	 25.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
1.918500E-4	-2.871000E-5	8.500000E+0	5.459000E-1	6.310000E+0	2.551073E+2
1.873100E-4	-2.718500E-5	8.250000E+0	5.458000E-1	7.940000E+0	2.548788E+2
1.847350E-4	-2.585000E-5	8.020000E+0	5.456000E-1	1.000000E+1	2.546569E+2
1.802050E-4	-2.395000E-5	7.580000E+0	5.456000E-1	1.260000E+1	2.545647E+2
1.757700E-4	-2.429600E-5	8.080000E+0	5.457000E-1	1.580000E+1	2.546713E+2
1.745360E-4	-2.183200E-5	7.130000E+0	5.459000E-1	1.990000E+1	2.549813E+2
1.719220E-4	-2.098000E-5	6.980000E+0	5.459000E-1	2.510000E+1	2.549808E+2
1.693280E-4	-2.049000E-5	6.910000E+0	5.459000E-1	3.160000E+1	2.549391E+2
1.667420E-4	-2.035600E-5	6.990000E+0	5.458000E-1	3.980000E+1	2.548905E+2
1.623260E-4	-2.164400E-5	5.980000E+0	5.463200E-1	5.010000E+1	2.548450E+2
1.614340E-4	-2.065600E-5	7.310000E+0	5.458000E-1	6.310000E+1	2.549340E+2
1.584560E-4	-2.096600E-5	7.560000E+0	5.458000E-1	7.940000E+1	2.549417E+2
1.556800E-4	-2.130000E-5	7.880000E+0	5.458000E-1	1.000000E+2	2.549365E+2
1.526260E-4	-2.144400E-5	8.000000E+0	5.457000E-1	1.260000E+2	2.549073E+2
1.494760E-4	-2.172200E-5	8.250000E+0	5.457000E-1	1.580000E+2	2.549095E+2
1.457740E-4	-2.169000E-5	8.470000E+0	5.457000E-1	1.990000E+2	2.548940E+2
1.426220E-4	-2.197600E-5	8.770000E+0	5.457000E-1	2.510000E+2	2.549040E+2
1.396500E-4	-2.211200E-5	8.990000E+0	5.457000E-1	3.160000E+2	2.549021E+2
1.364720E-4	-2.243800E-5	9.380000E+0	5.457000E-1	3.980000E+2	2.548892E+2
1.333520E-4	-2.274800E-5	9.690000E+0	5.457000E-1	5.010000E+2	2.549083E+2
1.302400E-4	-2.321400E-5	1.012000E+1	5.457000E-1	6.310000E+2	2.549184E+2
1.273220E-4	-2.373800E-5	1.060000E+1	5.457000E-1	7.940000E+2	2.549324E+2
1.241820E-4	-2.444800E-5	1.111000E+1	5.457000E-1	1.000000E+3	2.549374E+2
1.211300E-4	-2.535800E-5	1.180000E+1	5.457000E-1	1.260000E+3	2.549414E+2
1.179960E-4	-2.677800E-5	1.275000E+1	5.457000E-1	1.580000E+3	2.549422E+2
1.143620E-4	-2.847800E-5	1.403000E+1	5.457000E-1	1.990000E+3	2.549532E+2
1.107400E-4	-2.988800E-5	1.503000E+1	5.457000E-1	2.510000E+3	2.549324E+2
1.078020E-4	-3.268800E-5	1.693000E+1	5.457000E-1	3.160000E+3	2.549260E+2
1.075720E-4	-3.350400E-5	1.738000E+1	5.456000E-1	3.980000E+3	2.549350E+2
1.046860E-4	-3.864000E-5	2.014000E+1	5.456000E-1	5.010000E+3	2.549403E+2
1.001300E-4	-4.577400E-5	2.444000E+1	5.455000E-1	6.310000E+3	2.549366E+2
9.252600E-5	-5.192000E-5	2.925000E+1	5.454000E-1	7.940000E+3	2.549403E+2
8.799800E-5	-5.594000E-5	3.255000E+1	5.454000E-1	1.000000E+4	2.549440E+2
7.347600E-5	-6.293800E-5	4.072000E+1	5.453000E-1	1.260000E+4	2.549559E+2
7.981400E-5	-6.755600E-5	4.025000E+1	5.450100E-1	1.580000E+4	2.549524E+2
7.186200E-5	-8.159000E-5	4.861000E+1	5.448000E-1	1.990000E+4	2.549725E+2
6.833600E-5	-8.950200E-5	5.259000E+1	5.446000E-1	2.200000E+4	2.549507E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
260.0000	260.6779	260.2089	 21.9645	 13.7278	 25.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
1.958250E-4	-2.946000E-5	8.500000E+0	5.509100E-1	6.310000E+0	2.600847E+2
1.913500E-4	-2.794000E-5	8.300000E+0	5.508000E-1	7.940000E+0	2.599267E+2
1.878500E-4	-2.742000E-5	8.330000E+0	5.507000E-1	1.000000E+1	2.597539E+2
1.838800E-4	-2.454000E-5	7.620000E+0	5.506000E-1	1.260000E+1	2.595974E+2
1.820050E-4	-2.567500E-5	8.040000E+0	5.505000E-1	1.580000E+1	2.594982E+2
1.780000E-4	-2.238800E-5	7.160000E+0	5.505000E-1	1.990000E+1	2.594696E+2
1.753360E-4	-2.158400E-5	7.040000E+0	5.506000E-1	2.510000E+1	2.595907E+2
1.728900E-4	-2.127400E-5	7.010000E+0	5.507000E-1	3.160000E+1	2.596754E+2
1.701580E-4	-2.108800E-5	7.070000E+0	5.507900E-1	3.980000E+1	2.597493E+2
1.662000E-4	-2.227800E-5	3.900000E+0	5.505500E-1	5.010000E+1	2.597496E+2
1.643880E-4	-2.143800E-5	7.490000E+0	5.505900E-1	6.310000E+1	2.596062E+2
1.613320E-4	-2.171800E-5	7.700000E+0	5.506000E-1	7.940000E+1	2.596230E+2
1.578500E-4	-2.187800E-5	7.880000E+0	5.506000E-1	1.000000E+2	2.596358E+2
1.548600E-4	-2.219800E-5	8.160000E+0	5.506000E-1	1.260000E+2	2.596713E+2
1.520000E-4	-2.255400E-5	8.430000E+0	5.506000E-1	1.580000E+2	2.596907E+2
1.489280E-4	-2.261600E-5	8.600000E+0	5.507000E-1	1.990000E+2	2.597036E+2
1.450540E-4	-2.273800E-5	8.910000E+0	5.507000E-1	2.510000E+2	2.597157E+2
1.418520E-4	-2.296000E-5	9.190000E+0	5.507000E-1	3.160000E+2	2.597137E+2
1.386480E-4	-2.323000E-5	9.540000E+0	5.507000E-1	3.980000E+2	2.597036E+2
1.353820E-4	-2.358000E-5	9.880000E+0	5.506000E-1	5.010000E+2	2.596945E+2
1.321920E-4	-2.395400E-5	1.032000E+1	5.506000E-1	6.310000E+2	2.596625E+2
1.289540E-4	-2.458000E-5	1.080000E+1	5.506000E-1	7.940000E+2	2.596801E+2
1.256780E-4	-2.530000E-5	1.128000E+1	5.506000E-1	1.000000E+3	2.596652E+2
1.225040E-4	-2.615800E-5	1.205000E+1	5.506000E-1	1.260000E+3	2.596752E+2
1.193940E-4	-2.754600E-5	1.288000E+1	5.506000E-1	1.580000E+3	2.596852E+2
1.157700E-4	-2.925600E-5	1.417000E+1	5.506000E-1	1.990000E+3	2.596684E+2
1.120660E-4	-3.067400E-5	1.541000E+1	5.506000E-1	2.510000E+3	2.596910E+2
1.091660E-4	-3.362200E-5	1.725000E+1	5.506000E-1	3.160000E+3	2.597003E+2
1.086200E-4	-3.451600E-5	1.771000E+1	5.505000E-1	3.980000E+3	2.597142E+2
1.056160E-4	-3.969200E-5	2.052000E+1	5.505000E-1	5.010000E+3	2.597170E+2
1.007140E-4	-4.668600E-5	2.490000E+1	5.504000E-1	6.310000E+3	2.597116E+2
9.303400E-5	-5.278000E-5	2.947000E+1	5.504000E-1	7.940000E+3	2.597120E+2
8.722800E-5	-5.522000E-5	3.235000E+1	5.503300E-1	1.000000E+4	2.597063E+2
7.364400E-5	-6.444200E-5	4.118000E+1	5.501000E-1	1.260000E+4	2.597069E+2
7.983800E-5	-6.848600E-5	4.048000E+1	5.499000E-1	1.580000E+4	2.596994E+2
7.160000E-5	-8.305600E-5	4.922000E+1	5.496000E-1	1.990000E+4	2.597154E+2
6.094200E-5	-9.021400E-5	5.595000E+1	5.495000E-1	2.200000E+4	2.597125E+2
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
265.0000	265.8246	265.2143	 22.1743	 13.8589	 25.0000
					
U3x[V]  	U3y[V]  	Phase[deg]	|U1|[V]  	F[Hz]    	Ts[K]  
1.998250E-4	-3.021000E-5	8.610000E+0	5.560000E-1	6.310000E+0	2.651482E+2
1.953800E-4	-2.840000E-5	8.270000E+0	5.559000E-1	7.940000E+0	2.650358E+2
1.929250E-4	-2.653000E-5	7.930000E+0	5.558000E-1	1.000000E+1	2.649199E+2
1.877500E-4	-2.518000E-5	7.610000E+0	5.557000E-1	1.260000E+1	2.648074E+2
1.868100E-4	-2.359000E-5	6.650000E+0	5.556000E-1	1.580000E+1	2.647068E+2
1.814860E-4	-2.293200E-5	7.200000E+0	5.553000E-1	1.990000E+1	2.644538E+2
1.786560E-4	-2.227600E-5	7.170000E+0	5.552000E-1	2.510000E+1	2.644247E+2
1.758760E-4	-2.182800E-5	7.100000E+0	5.552000E-1	3.160000E+1	2.644559E+2
1.732180E-4	-2.175200E-5	7.160000E+0	5.553000E-1	3.980000E+1	2.645284E+2
1.713300E-4	-1.813000E-5	4.630000E+0	5.543900E-1	5.010000E+1	2.646030E+2
1.671940E-4	-2.221200E-5	7.600000E+0	5.550000E-1	6.310000E+1	2.645607E+2
1.638960E-4	-2.252000E-5	7.790000E+0	5.550000E-1	7.940000E+1	2.645314E+2
1.605560E-4	-2.266200E-5	8.020000E+0	5.549000E-1	1.000000E+2	2.645241E+2
1.571560E-4	-2.291200E-5	8.320000E+0	5.549000E-1	1.260000E+2	2.645175E+2
1.543320E-4	-2.323200E-5	8.540000E+0	5.549000E-1	1.580000E+2	2.645282E+2
1.505340E-4	-2.328200E-5	8.820000E+0	5.549000E-1	1.990000E+2	2.645233E+2
1.470700E-4	-2.348400E-5	9.090000E+0	5.549000E-1	2.510000E+2	2.645470E+2
1.437960E-4	-2.371200E-5	9.370000E+0	5.550000E-1	3.160000E+2	2.645638E+2
1.404260E-4	-2.391200E-5	9.690000E+0	5.550000E-1	3.980000E+2	2.645880E+2
1.370780E-4	-2.433200E-5	1.009000E+1	5.550000E-1	5.010000E+2	2.646112E+2
1.338400E-4	-2.470200E-5	1.051000E+1	5.550000E-1	6.310000E+2	2.646121E+2
1.305780E-4	-2.531000E-5	1.091000E+1	5.550000E-1	7.940000E+2	2.646206E+2
1.272400E-4	-2.595800E-5	1.146000E+1	5.550000E-1	1.000000E+3	2.646377E+2
1.239740E-4	-2.687800E-5	1.223000E+1	5.550000E-1	1.260000E+3	2.646224E+2
1.206500E-4	-2.836600E-5	1.307000E+1	5.550000E-1	1.580000E+3	2.646118E+2
1.169040E-4	-2.987200E-5	1.448000E+1	5.549000E-1	1.990000E+3	2.646155E+2
1.130560E-4	-3.168800E-5	1.558000E+1	5.549000E-1	2.510000E+3	2.646142E+2
1.101100E-4	-3.441400E-5	1.739000E+1	5.549000E-1	3.160000E+3	2.645997E+2
1.092260E-4	-3.522000E-5	1.769000E+1	5.548000E-1	3.980000E+3	2.645848E+2
