*** Si_SiO2 - 22_02_2022	*START	Date: 2024-02-22	Time: 14:53:13
Current for R :1.000mA	Current 3-Omega30.000 mA		
					
Tsp[K]  	Tc[K]   	Ts[K]    	Rs[om]  	Po[mW]    	 Io[mA]
2.734350E-4	-3.049000E-5	6.380000E+0	9.154000E-1	2.510000E+2	3.179517E+2
2.694800E-4	-3.126000E-5	6.600000E+0	9.154000E-1	3.160000E+2	3.179281E+2
2.651600E-4	-3.233000E-5	6.950000E+0	9.155000E-1	3.980000E+2	3.179471E+2
2.607200E-4	-3.337000E-5	7.280000E+0	9.155000E-1	5.010000E+2	3.179577E+2
2.561250E-4	-3.451500E-5	7.670000E+0	9.155000E-1	6.310000E+2	3.179538E+2
2.514950E-4	-3.570000E-5	8.080000E+0	9.155000E-1	7.940000E+2	3.179396E+2
2.467900E-4	-3.733000E-5	8.610000E+0	9.154000E-1	1.000000E+3	3.179486E+2
2.422800E-4	-3.943000E-5	9.270000E+0	9.154000E-1	1.260000E+3	3.179360E+2
2.370150E-4	-4.212000E-5	1.007000E+1	9.154000E-1	1.580000E+3	3.179330E+2
2.314250E-4	-4.486000E-5	1.101000E+1	9.154000E-1	1.990000E+3	3.179632E+2
**END	Date: 2024-02-24	Time: 04:41:41
